proposal_id,end_date,token_id,unique_voters,unique_token_holders,voter_turnout_rate
0xb90482da7be5d63810bf61463800a64bbbcd9c1b0c9f5f1154657bd880e21e11,2024-03-15,aave,688,166516.1935483871,0.004131730286040184
0x9510ea1d3c9fd0f1fd67b05860ca2f1dafb65b983ff1f81d962b7dea0c47b13b,2024-03-15,aave,664,166516.1935483871,0.003987600159782968
0x0a560e2ce5a751fdc6b4dddd4743c1e7f08b87d5fe4238d9b408ca11d6ca5c2f,2024-03-15,aave,664,166516.1935483871,0.003987600159782968
0xc0b723e76fa6682a58983695b7a015c3a5b928c89c2f400375c6a971ef1aba99,2024-03-14,aave,738,166504.32258064515,0.004432317363067587
0x81e98d2c31cdd5df48a49230db86248d388fd17a94cb8266ffff3aad30753fd1,2024-03-11,aave,758,166468.70967741936,0.004553408273956357
0xb70490f6b0623631686d34f4ca99a7d45394ad29fdd504df3cd6e68790b22b9c,2024-03-11,aave,709,166468.70967741936,0.004259058662579231
0xd6229e068e755336339bd8a314136e18ef00b22a95430476b6fa3665e9300548,2024-03-10,aave,708,166456.83870967742,0.004253354836534202
0x22407c9362bc3294e3ddd5428fdd5c08312459595573a864ec8ebac61ad95b94,2024-03-10,aave,705,166456.83870967742,0.004235332146548887
0x26a03c08359c340f63b78b0c3e96d37aa0adeda65814643b0886d4719048ea7e,2024-03-08,aave,935,166433.09677419355,0.00561787299594955
0x166051b26be60fa3a64d7815b848b9b670a284b3da01c2d440c7815c400d7950,2024-03-08,aave,945,166433.09677419355,0.005677957199114785
0xd5807ee6ec3d33e7d86805a4287540b0a9801430ee0900ff6babb698e4f2a273,2024-03-08,aave,1001,166433.09677419355,0.006014428736840106
0x4445ba1e54505430930112eeed3a6ac61a0b4102f853cf01fe1a58202399a8ee,2024-03-04,aave,1060,166385.61290322582,0.006370743127992223
0xd7421a74db14aecb20a12c2e8c107d6718131e47b4c92cf8490fd6771b01c5b1,2024-03-04,aave,1196,166385.61290322582,0.007188121491583678
0x4dd4dff7096bf7ab8c4c071975d40f4cf709c41b4b6b7c60777a6dd50d2ecd09,2024-02-29,aave,907,166322.6551724138,0.005453255896256487
0xef56befdec2abf0bc9611f033c2cec62447f148369a075829664f2de6bc0ae77,2024-02-27,aave,918,166267.9655172414,0.005521207871547611
0xb58ef33b4b7f4c35b7a6834b24f11b282d713b5e9f527f29d782aef04886c189,2024-02-26,aave,998,166240.62068965516,0.006003346209005725
0x2e15c7011a6696de1be8fb3476db30395225eb533f849b63bdbff2b33a605ffd,2024-02-26,aave,985,166240.62068965516,0.005925146308487614
0xe9fa5cad755aeda8fe6afc806fc581330f50db49309b0294ccfaaaaccdb42911,2024-02-23,aave,179,166158.58620689655,0.0010772840819499609
0xc80da83fadfe4f8a4c56e1643895cb7e9b1af1d9dcd374f1b41ded5c95b42f68,2024-02-25,aave,1105,166213.27586206896,0.006648085083871263
0x0f73500d0f65c72482d352080ea9aa0aa92264eb059b8f646cf6f0e86556bc3d,2024-02-24,aave,1187,166185.93103448275,0.007142602220363067
0x0d83730d546d74d463f045697e9ea6b1708b5c833a40e09e4f87f1804177f5a6,2024-02-23,aave,1358,166158.58620689655,0.008172914990436016
0x66040ad4d46ba756365fbe5c2ed5957d17a3e70db5a00ec532fdc725251d2327,2024-02-23,aave,1318,166158.58620689655,0.007932181117374574
